Variable_ID,Variable_Name,Source_Table,Source_Field_or_Code,Category_ID,Derivation,Window,Unit,Entity_Level,Reference_Time,Missing_Rule,Definition_Version,Availability_Status,Reason
fruits_weight__lag1,평균과중 lag1,sfkr_pvsn_grow,fruits_weight,CAT_022,lag 1,1 surveys,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__lag2,평균과중 lag2,sfkr_pvsn_grow,fruits_weight,CAT_022,lag 2,2 surveys,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__lag3,평균과중 lag3,sfkr_pvsn_grow,fruits_weight,CAT_022,lag 3,3 surveys,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__roll2_mean,평균과중 roll2_mean,sfkr_pvsn_grow,fruits_weight,CAT_022,mean,2 valid surveys including current; min_periods=2,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__roll2_std,평균과중 roll2_std,sfkr_pvsn_grow,fruits_weight,CAT_022,std; ddof=0,2 valid surveys including current; min_periods=2,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__roll2_min,평균과중 roll2_min,sfkr_pvsn_grow,fruits_weight,CAT_022,min,2 valid surveys including current; min_periods=2,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__roll2_max,평균과중 roll2_max,sfkr_pvsn_grow,fruits_weight,CAT_022,max,2 valid surveys including current; min_periods=2,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__roll2_slope,평균과중 roll2_slope,sfkr_pvsn_grow,fruits_weight,CAT_022,slope; per calendar day,2 valid surveys including current; min_periods=2,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__roll3_mean,평균과중 roll3_mean,sfkr_pvsn_grow,fruits_weight,CAT_022,mean,3 valid surveys including current; min_periods=3,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__roll3_std,평균과중 roll3_std,sfkr_pvsn_grow,fruits_weight,CAT_022,std; ddof=0,3 valid surveys including current; min_periods=3,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__roll3_min,평균과중 roll3_min,sfkr_pvsn_grow,fruits_weight,CAT_022,min,3 valid surveys including current; min_periods=3,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__roll3_max,평균과중 roll3_max,sfkr_pvsn_grow,fruits_weight,CAT_022,max,3 valid surveys including current; min_periods=3,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__roll3_slope,평균과중 roll3_slope,sfkr_pvsn_grow,fruits_weight,CAT_022,slope; per calendar day,3 valid surveys including current; min_periods=3,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__roll4_mean,평균과중 roll4_mean,sfkr_pvsn_grow,fruits_weight,CAT_022,mean,4 valid surveys including current; min_periods=4,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__roll4_std,평균과중 roll4_std,sfkr_pvsn_grow,fruits_weight,CAT_022,std; ddof=0,4 valid surveys including current; min_periods=4,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__roll4_min,평균과중 roll4_min,sfkr_pvsn_grow,fruits_weight,CAT_022,min,4 valid surveys including current; min_periods=4,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__roll4_max,평균과중 roll4_max,sfkr_pvsn_grow,fruits_weight,CAT_022,max,4 valid surveys including current; min_periods=4,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
fruits_weight__roll4_slope,평균과중 roll4_slope,sfkr_pvsn_grow,fruits_weight,CAT_022,slope; per calendar day,4 valid surveys including current; min_periods=4,source unit requires verification,individual,feature_date,train median after pre-freeze screening; no row deletion,1,needs_review,measurement unit/provenance must be verified
flower_count__current,전체 꽃 수 current,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,current valid observation,current,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__delta,전체 꽃 수 delta,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,current minus previous,1 survey,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__delta_per_day,전체 꽃 수 delta_per_day,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,delta / positive elapsed days,1 survey,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__lag1,전체 꽃 수 lag1,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,lag 1,1 surveys,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__lag2,전체 꽃 수 lag2,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,lag 2,2 surveys,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__lag3,전체 꽃 수 lag3,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,lag 3,3 surveys,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__roll2_mean,전체 꽃 수 roll2_mean,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,mean,2 valid surveys including current; min_periods=2,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__roll2_std,전체 꽃 수 roll2_std,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,std; ddof=0,2 valid surveys including current; min_periods=2,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__roll2_min,전체 꽃 수 roll2_min,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,min,2 valid surveys including current; min_periods=2,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__roll2_max,전체 꽃 수 roll2_max,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,max,2 valid surveys including current; min_periods=2,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__roll2_slope,전체 꽃 수 roll2_slope,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,slope; per calendar day,2 valid surveys including current; min_periods=2,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__roll3_mean,전체 꽃 수 roll3_mean,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,mean,3 valid surveys including current; min_periods=3,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__roll3_std,전체 꽃 수 roll3_std,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,std; ddof=0,3 valid surveys including current; min_periods=3,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__roll3_min,전체 꽃 수 roll3_min,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,min,3 valid surveys including current; min_periods=3,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__roll3_max,전체 꽃 수 roll3_max,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,max,3 valid surveys including current; min_periods=3,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__roll3_slope,전체 꽃 수 roll3_slope,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,slope; per calendar day,3 valid surveys including current; min_periods=3,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__roll4_mean,전체 꽃 수 roll4_mean,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,mean,4 valid surveys including current; min_periods=4,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__roll4_std,전체 꽃 수 roll4_std,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,std; ddof=0,4 valid surveys including current; min_periods=4,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__roll4_min,전체 꽃 수 roll4_min,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,min,4 valid surveys including current; min_periods=4,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__roll4_max,전체 꽃 수 roll4_max,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,max,4 valid surveys including current; min_periods=4,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
flower_count__roll4_slope,전체 꽃 수 roll4_slope,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_020,slope; per calendar day,4 valid surveys including current; min_periods=4,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__current,해당 화방 착과수 current,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,current valid observation,current,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__delta,해당 화방 착과수 delta,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,current minus previous,1 survey,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__delta_per_day,해당 화방 착과수 delta_per_day,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,delta / positive elapsed days,1 survey,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__lag1,해당 화방 착과수 lag1,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,lag 1,1 surveys,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__lag2,해당 화방 착과수 lag2,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,lag 2,2 surveys,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__lag3,해당 화방 착과수 lag3,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,lag 3,3 surveys,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__roll2_mean,해당 화방 착과수 roll2_mean,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,mean,2 valid surveys including current; min_periods=2,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__roll2_std,해당 화방 착과수 roll2_std,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,std; ddof=0,2 valid surveys including current; min_periods=2,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__roll2_min,해당 화방 착과수 roll2_min,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,min,2 valid surveys including current; min_periods=2,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__roll2_max,해당 화방 착과수 roll2_max,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,max,2 valid surveys including current; min_periods=2,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__roll2_slope,해당 화방 착과수 roll2_slope,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,slope; per calendar day,2 valid surveys including current; min_periods=2,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__roll3_mean,해당 화방 착과수 roll3_mean,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,mean,3 valid surveys including current; min_periods=3,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__roll3_std,해당 화방 착과수 roll3_std,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,std; ddof=0,3 valid surveys including current; min_periods=3,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__roll3_min,해당 화방 착과수 roll3_min,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,min,3 valid surveys including current; min_periods=3,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__roll3_max,해당 화방 착과수 roll3_max,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,max,3 valid surveys including current; min_periods=3,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__roll3_slope,해당 화방 착과수 roll3_slope,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,slope; per calendar day,3 valid surveys including current; min_periods=3,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__roll4_mean,해당 화방 착과수 roll4_mean,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,mean,4 valid surveys including current; min_periods=4,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__roll4_std,해당 화방 착과수 roll4_std,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,std; ddof=0,4 valid surveys including current; min_periods=4,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__roll4_min,해당 화방 착과수 roll4_min,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,min,4 valid surveys including current; min_periods=4,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__roll4_max,해당 화방 착과수 roll4_max,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,max,4 valid surveys including current; min_periods=4,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
fruit_count__roll4_slope,해당 화방 착과수 roll4_slope,sfkr_pvsn_grow,first_fruits_num / second_fruits_num / third_fruits_num,CAT_023,slope; per calendar day,4 valid surveys including current; min_periods=4,개,truss,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__current,최대 관측 화방번호 current,sfkr_hbfm_grow,growth_measure_code,CAT_002,current valid observation,current,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__delta,최대 관측 화방번호 delta,sfkr_hbfm_grow,growth_measure_code,CAT_002,current minus previous,1 survey,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__delta_per_day,최대 관측 화방번호 delta_per_day,sfkr_hbfm_grow,growth_measure_code,CAT_002,delta / positive elapsed days,1 survey,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__lag1,최대 관측 화방번호 lag1,sfkr_hbfm_grow,growth_measure_code,CAT_002,lag 1,1 surveys,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__lag2,최대 관측 화방번호 lag2,sfkr_hbfm_grow,growth_measure_code,CAT_002,lag 2,2 surveys,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__lag3,최대 관측 화방번호 lag3,sfkr_hbfm_grow,growth_measure_code,CAT_002,lag 3,3 surveys,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__roll2_mean,최대 관측 화방번호 roll2_mean,sfkr_hbfm_grow,growth_measure_code,CAT_002,mean,2 valid surveys including current; min_periods=2,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__roll2_std,최대 관측 화방번호 roll2_std,sfkr_hbfm_grow,growth_measure_code,CAT_002,std; ddof=0,2 valid surveys including current; min_periods=2,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__roll2_min,최대 관측 화방번호 roll2_min,sfkr_hbfm_grow,growth_measure_code,CAT_002,min,2 valid surveys including current; min_periods=2,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__roll2_max,최대 관측 화방번호 roll2_max,sfkr_hbfm_grow,growth_measure_code,CAT_002,max,2 valid surveys including current; min_periods=2,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__roll2_slope,최대 관측 화방번호 roll2_slope,sfkr_hbfm_grow,growth_measure_code,CAT_002,slope; per calendar day,2 valid surveys including current; min_periods=2,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__roll3_mean,최대 관측 화방번호 roll3_mean,sfkr_hbfm_grow,growth_measure_code,CAT_002,mean,3 valid surveys including current; min_periods=3,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__roll3_std,최대 관측 화방번호 roll3_std,sfkr_hbfm_grow,growth_measure_code,CAT_002,std; ddof=0,3 valid surveys including current; min_periods=3,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__roll3_min,최대 관측 화방번호 roll3_min,sfkr_hbfm_grow,growth_measure_code,CAT_002,min,3 valid surveys including current; min_periods=3,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__roll3_max,최대 관측 화방번호 roll3_max,sfkr_hbfm_grow,growth_measure_code,CAT_002,max,3 valid surveys including current; min_periods=3,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__roll3_slope,최대 관측 화방번호 roll3_slope,sfkr_hbfm_grow,growth_measure_code,CAT_002,slope; per calendar day,3 valid surveys including current; min_periods=3,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__roll4_mean,최대 관측 화방번호 roll4_mean,sfkr_hbfm_grow,growth_measure_code,CAT_002,mean,4 valid surveys including current; min_periods=4,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__roll4_std,최대 관측 화방번호 roll4_std,sfkr_hbfm_grow,growth_measure_code,CAT_002,std; ddof=0,4 valid surveys including current; min_periods=4,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__roll4_min,최대 관측 화방번호 roll4_min,sfkr_hbfm_grow,growth_measure_code,CAT_002,min,4 valid surveys including current; min_periods=4,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__roll4_max,최대 관측 화방번호 roll4_max,sfkr_hbfm_grow,growth_measure_code,CAT_002,max,4 valid surveys including current; min_periods=4,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
current_max_truss_number__roll4_slope,최대 관측 화방번호 roll4_slope,sfkr_hbfm_grow,growth_measure_code,CAT_002,slope; per calendar day,4 valid surveys including current; min_periods=4,번호,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__current,꽃이 있는 화방 수 current,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,current valid observation,current,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__delta,꽃이 있는 화방 수 delta,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,current minus previous,1 survey,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__delta_per_day,꽃이 있는 화방 수 delta_per_day,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,delta / positive elapsed days,1 survey,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__lag1,꽃이 있는 화방 수 lag1,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,lag 1,1 surveys,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__lag2,꽃이 있는 화방 수 lag2,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,lag 2,2 surveys,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__lag3,꽃이 있는 화방 수 lag3,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,lag 3,3 surveys,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__roll2_mean,꽃이 있는 화방 수 roll2_mean,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,mean,2 valid surveys including current; min_periods=2,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__roll2_std,꽃이 있는 화방 수 roll2_std,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,std; ddof=0,2 valid surveys including current; min_periods=2,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__roll2_min,꽃이 있는 화방 수 roll2_min,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,min,2 valid surveys including current; min_periods=2,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__roll2_max,꽃이 있는 화방 수 roll2_max,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,max,2 valid surveys including current; min_periods=2,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__roll2_slope,꽃이 있는 화방 수 roll2_slope,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,slope; per calendar day,2 valid surveys including current; min_periods=2,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__roll3_mean,꽃이 있는 화방 수 roll3_mean,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,mean,3 valid surveys including current; min_periods=3,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__roll3_std,꽃이 있는 화방 수 roll3_std,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,std; ddof=0,3 valid surveys including current; min_periods=3,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__roll3_min,꽃이 있는 화방 수 roll3_min,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,min,3 valid surveys including current; min_periods=3,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__roll3_max,꽃이 있는 화방 수 roll3_max,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,max,3 valid surveys including current; min_periods=3,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__roll3_slope,꽃이 있는 화방 수 roll3_slope,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,slope; per calendar day,3 valid surveys including current; min_periods=3,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__roll4_mean,꽃이 있는 화방 수 roll4_mean,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,mean,4 valid surveys including current; min_periods=4,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__roll4_std,꽃이 있는 화방 수 roll4_std,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,std; ddof=0,4 valid surveys including current; min_periods=4,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__roll4_min,꽃이 있는 화방 수 roll4_min,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,min,4 valid surveys including current; min_periods=4,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__roll4_max,꽃이 있는 화방 수 roll4_max,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,max,4 valid surveys including current; min_periods=4,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
positive_truss_count__roll4_slope,꽃이 있는 화방 수 roll4_slope,sfkr_hbfm_grow,growth_measure_code + resolved value column,CAT_002,slope; per calendar day,4 valid surveys including current; min_periods=4,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
observed_truss_count__current,관측 화방 수 current,sfkr_hbfm_grow,growth_measure_code,CAT_005,current valid observation,current,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
observed_truss_count__delta,관측 화방 수 delta,sfkr_hbfm_grow,growth_measure_code,CAT_005,current minus previous,1 survey,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
observed_truss_count__delta_per_day,관측 화방 수 delta_per_day,sfkr_hbfm_grow,growth_measure_code,CAT_005,delta / positive elapsed days,1 survey,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
observed_truss_count__lag1,관측 화방 수 lag1,sfkr_hbfm_grow,growth_measure_code,CAT_005,lag 1,1 surveys,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
observed_truss_count__lag2,관측 화방 수 lag2,sfkr_hbfm_grow,growth_measure_code,CAT_005,lag 2,2 surveys,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
observed_truss_count__lag3,관측 화방 수 lag3,sfkr_hbfm_grow,growth_measure_code,CAT_005,lag 3,3 surveys,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
observed_truss_count__roll2_mean,관측 화방 수 roll2_mean,sfkr_hbfm_grow,growth_measure_code,CAT_005,mean,2 valid surveys including current; min_periods=2,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
observed_truss_count__roll2_std,관측 화방 수 roll2_std,sfkr_hbfm_grow,growth_measure_code,CAT_005,std; ddof=0,2 valid surveys including current; min_periods=2,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
observed_truss_count__roll2_min,관측 화방 수 roll2_min,sfkr_hbfm_grow,growth_measure_code,CAT_005,min,2 valid surveys including current; min_periods=2,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
observed_truss_count__roll2_max,관측 화방 수 roll2_max,sfkr_hbfm_grow,growth_measure_code,CAT_005,max,2 valid surveys including current; min_periods=2,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
observed_truss_count__roll2_slope,관측 화방 수 roll2_slope,sfkr_hbfm_grow,growth_measure_code,CAT_005,slope; per calendar day,2 valid surveys including current; min_periods=2,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
observed_truss_count__roll3_mean,관측 화방 수 roll3_mean,sfkr_hbfm_grow,growth_measure_code,CAT_005,mean,3 valid surveys including current; min_periods=3,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
observed_truss_count__roll3_std,관측 화방 수 roll3_std,sfkr_hbfm_grow,growth_measure_code,CAT_005,std; ddof=0,3 valid surveys including current; min_periods=3,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
observed_truss_count__roll3_min,관측 화방 수 roll3_min,sfkr_hbfm_grow,growth_measure_code,CAT_005,min,3 valid surveys including current; min_periods=3,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
observed_truss_count__roll3_max,관측 화방 수 roll3_max,sfkr_hbfm_grow,growth_measure_code,CAT_005,max,3 valid surveys including current; min_periods=3,개,individual,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
