Category_ID,Variable_ID
CAT_007,EO__SR__3d_std
CAT_007,EO__SR__3d_min
CAT_007,EO__SR__3d_max
CAT_007,EO__SR__7d_mean
CAT_007,EO__SR__7d_std
CAT_007,EO__SR__7d_min
CAT_007,EO__SR__7d_max
CAT_036,EO__TE__1d_mean
CAT_036,EO__TE__1d_std
CAT_036,EO__TE__1d_min
CAT_036,EO__TE__1d_max
CAT_036,EO__TE__3d_mean
CAT_036,EO__TE__3d_std
CAT_036,EO__TE__3d_min
CAT_036,EO__TE__3d_max
CAT_036,EO__TE__7d_mean
CAT_036,EO__TE__7d_std
CAT_036,EO__TE__7d_min
CAT_036,EO__TE__7d_max
CAT_004,EO__WD__1d_mean
CAT_004,EO__WD__1d_std
CAT_004,EO__WD__1d_min
CAT_004,EO__WD__1d_max
CAT_004,EO__WD__3d_mean
CAT_004,EO__WD__3d_std
CAT_004,EO__WD__3d_min
CAT_004,EO__WD__3d_max
CAT_004,EO__WD__7d_mean
CAT_004,EO__WD__7d_std
CAT_004,EO__WD__7d_min
CAT_004,EO__WD__7d_max
CAT_004,EO__WS__1d_mean
CAT_004,EO__WS__1d_std
CAT_004,EO__WS__1d_min
CAT_004,EO__WS__1d_max
CAT_004,EO__WS__3d_mean
CAT_004,EO__WS__3d_std
CAT_004,EO__WS__3d_min
CAT_004,EO__WS__3d_max
CAT_004,EO__WS__7d_mean
CAT_004,EO__WS__7d_std
CAT_004,EO__WS__7d_min
CAT_004,EO__WS__7d_max
CAT_009,NT__AT__1d_mean
CAT_009,NT__AT__1d_std
CAT_009,NT__AT__1d_min
CAT_009,NT__AT__1d_max
CAT_009,NT__AT__3d_mean
CAT_009,NT__AT__3d_std
CAT_009,NT__AT__3d_min
CAT_009,NT__AT__3d_max
CAT_009,NT__AT__7d_mean
CAT_009,NT__AT__7d_std
CAT_009,NT__AT__7d_min
CAT_009,NT__AT__7d_max
CAT_009,NT__BW__1d_mean
CAT_009,NT__BW__1d_std
CAT_009,NT__BW__1d_min
CAT_009,NT__BW__1d_max
CAT_009,NT__BW__3d_mean
CAT_009,NT__BW__3d_std
CAT_009,NT__BW__3d_min
CAT_009,NT__BW__3d_max
CAT_009,NT__BW__7d_mean
CAT_009,NT__BW__7d_std
CAT_009,NT__BW__7d_min
CAT_009,NT__BW__7d_max
CAT_011,NT__CF__1d_mean
CAT_011,NT__CF__1d_std
CAT_011,NT__CF__1d_min
CAT_011,NT__CF__1d_max
CAT_011,NT__CF__3d_mean
CAT_011,NT__CF__3d_std
CAT_011,NT__CF__3d_min
CAT_011,NT__CF__3d_max
CAT_011,NT__CF__7d_mean
CAT_011,NT__CF__7d_std
CAT_011,NT__CF__7d_min
CAT_011,NT__CF__7d_max
CAT_009,NT__CL__1d_mean
CAT_009,NT__CL__1d_std
CAT_009,NT__CL__1d_min
CAT_009,NT__CL__1d_max
CAT_009,NT__CL__3d_mean
CAT_009,NT__CL__3d_std
CAT_009,NT__CL__3d_min
CAT_009,NT__CL__3d_max
CAT_009,NT__CL__7d_mean
CAT_009,NT__CL__7d_std
CAT_009,NT__CL__7d_min
CAT_009,NT__CL__7d_max
CAT_011,NT__CN__1d_mean
CAT_011,NT__CN__1d_std
CAT_011,NT__CN__1d_min
CAT_011,NT__CN__1d_max
CAT_011,NT__CN__3d_mean
CAT_011,NT__CN__3d_std
CAT_011,NT__CN__3d_min
CAT_011,NT__CN__3d_max
CAT_011,NT__CN__7d_mean
CAT_011,NT__CN__7d_std
CAT_011,NT__CN__7d_min
CAT_011,NT__CN__7d_max
CAT_011,NT__EI__1d_mean
CAT_011,NT__EI__1d_std
CAT_011,NT__EI__1d_min
CAT_011,NT__EI__1d_max
CAT_011,NT__EI__3d_mean
CAT_011,NT__EI__3d_std
CAT_011,NT__EI__3d_min
CAT_011,NT__EI__3d_max
CAT_011,NT__EI__7d_mean
CAT_011,NT__EI__7d_std
CAT_011,NT__EI__7d_min
CAT_011,NT__EI__7d_max
CAT_011,NT__EO__1d_mean
CAT_011,NT__EO__1d_std
CAT_011,NT__EO__1d_min
CAT_011,NT__EO__1d_max
CAT_011,NT__EO__3d_mean
CAT_011,NT__EO__3d_std
CAT_011,NT__EO__3d_min
CAT_011,NT__EO__3d_max
CAT_011,NT__EO__7d_mean
CAT_011,NT__EO__7d_std
CAT_011,NT__EO__7d_min
CAT_011,NT__EO__7d_max
CAT_009,NT__HL__1d_mean
CAT_009,NT__HL__1d_std
CAT_009,NT__HL__1d_min
CAT_009,NT__HL__1d_max
CAT_009,NT__HL__3d_mean
CAT_009,NT__HL__3d_std
CAT_009,NT__HL__3d_min
CAT_009,NT__HL__3d_max
CAT_009,NT__HL__7d_mean
CAT_009,NT__HL__7d_std
CAT_009,NT__HL__7d_min
CAT_009,NT__HL__7d_max
CAT_011,NT__NI__1d_mean
CAT_011,NT__NI__1d_std
CAT_011,NT__NI__1d_min
CAT_011,NT__NI__1d_max
CAT_011,NT__NI__3d_mean
CAT_011,NT__NI__3d_std
CAT_011,NT__NI__3d_min
CAT_011,NT__NI__3d_max
CAT_011,NT__NI__7d_mean
CAT_011,NT__NI__7d_std
CAT_011,NT__NI__7d_min
CAT_011,NT__NI__7d_max
CAT_011,NT__NO__1d_mean
CAT_011,NT__NO__1d_std
CAT_011,NT__NO__1d_min
CAT_011,NT__NO__1d_max
CAT_011,NT__NO__3d_mean
CAT_011,NT__NO__3d_std
CAT_011,NT__NO__3d_min
CAT_011,NT__NO__3d_max
CAT_011,NT__NO__7d_mean
CAT_011,NT__NO__7d_std
CAT_011,NT__NO__7d_min
CAT_011,NT__NO__7d_max
CAT_011,NT__NT__1d_mean
CAT_011,NT__NT__1d_std
CAT_011,NT__NT__1d_min
CAT_011,NT__NT__1d_max
CAT_011,NT__NT__3d_mean
CAT_011,NT__NT__3d_std
CAT_011,NT__NT__3d_min
CAT_011,NT__NT__3d_max
CAT_011,NT__NT__7d_mean
CAT_011,NT__NT__7d_std
CAT_011,NT__NT__7d_min
CAT_011,NT__NT__7d_max
CAT_011,NT__PI__1d_mean
CAT_011,NT__PI__1d_std
CAT_011,NT__PI__1d_min
CAT_011,NT__PI__1d_max
CAT_011,NT__PI__3d_mean
CAT_011,NT__PI__3d_std
CAT_011,NT__PI__3d_min
CAT_011,NT__PI__3d_max
CAT_011,NT__PI__7d_mean
CAT_011,NT__PI__7d_std
CAT_011,NT__PI__7d_min
CAT_011,NT__PI__7d_max
CAT_011,NT__PO__1d_mean
CAT_011,NT__PO__1d_std
CAT_011,NT__PO__1d_min
CAT_011,NT__PO__1d_max
CAT_011,NT__PO__3d_mean
CAT_011,NT__PO__3d_std
CAT_011,NT__PO__3d_min
CAT_011,NT__PO__3d_max
CAT_011,NT__PO__7d_mean
CAT_011,NT__PO__7d_std
CAT_011,NT__PO__7d_min
CAT_011,NT__PO__7d_max
CAT_009,NT__RT__1d_mean
CAT_009,NT__RT__1d_std
CAT_009,NT__RT__1d_min
CAT_009,NT__RT__1d_max
CAT_009,NT__RT__3d_mean
CAT_009,NT__RT__3d_std
CAT_009,NT__RT__3d_min
CAT_009,NT__RT__3d_max
CAT_009,NT__RT__7d_mean
CAT_009,NT__RT__7d_std
CAT_009,NT__RT__7d_min
CAT_009,NT__RT__7d_max
CAT_011,NT__SI__1d_increase
CAT_011,NT__SI__3d_increase
CAT_011,NT__SI__7d_increase
CAT_011,NT__SO__1d_increase
CAT_011,NT__SO__3d_increase
CAT_011,NT__SO__7d_increase
CAT_009,NT__TL__1d_mean
CAT_009,NT__TL__1d_std
CAT_009,NT__TL__1d_min
CAT_009,NT__TL__1d_max
CAT_009,NT__TL__3d_mean
CAT_009,NT__TL__3d_std
CAT_009,NT__TL__3d_min
CAT_009,NT__TL__3d_max
CAT_009,NT__TL__7d_mean
CAT_009,NT__TL__7d_std
CAT_009,NT__TL__7d_min
CAT_009,NT__TL__7d_max
CAT_029,days_since_previous
CAT_029,days_since_first_measurement
CAT_029,days_since_crop_start
CAT_029,days_since_first_positive
CAT_037,history_count
CAT_029,week_sin
CAT_029,week_cos
CAT_003,current_max_truss_number__current
CAT_003,current_max_truss_number__delta
CAT_003,current_max_truss_number__delta_per_day
CAT_003,current_max_truss_number__lag1
CAT_003,current_max_truss_number__lag2
CAT_003,current_max_truss_number__lag3
CAT_003,current_max_truss_number__roll3_mean
CAT_003,current_max_truss_number__roll3_std
CAT_003,current_max_truss_number__roll3_max
CAT_003,current_max_truss_number__roll3_slope
CAT_003,current_max_truss_number__roll4_mean
CAT_003,current_max_truss_number__roll4_std
CAT_003,current_max_truss_number__roll4_max
CAT_003,current_max_truss_number__roll4_slope
CAT_003,positive_truss_count__current
CAT_003,positive_truss_count__delta
CAT_003,positive_truss_count__delta_per_day
CAT_003,positive_truss_count__lag1
CAT_003,positive_truss_count__lag2
CAT_003,positive_truss_count__lag3
CAT_003,positive_truss_count__roll2_std
CAT_003,positive_truss_count__roll2_min
CAT_003,positive_truss_count__roll3_mean
CAT_003,positive_truss_count__roll3_std
CAT_003,positive_truss_count__roll3_min
CAT_003,positive_truss_count__roll3_max
CAT_003,positive_truss_count__roll3_slope
CAT_003,positive_truss_count__roll4_mean
CAT_003,positive_truss_count__roll4_std
CAT_003,positive_truss_count__roll4_min
CAT_003,positive_truss_count__roll4_max
CAT_003,positive_truss_count__roll4_slope
CAT_021,flower_count__current
CAT_021,flower_count__delta
CAT_021,flower_count__delta_per_day
CAT_021,flower_count__lag1
CAT_021,flower_count__lag2
CAT_021,flower_count__lag3
CAT_021,flower_count__roll2_std
CAT_021,flower_count__roll2_min
CAT_021,flower_count__roll3_mean
CAT_021,flower_count__roll3_std
CAT_021,flower_count__roll3_min
CAT_021,flower_count__roll3_max
CAT_021,flower_count__roll3_slope
CAT_021,flower_count__roll4_mean
CAT_021,flower_count__roll4_std
CAT_021,flower_count__roll4_min
CAT_021,flower_count__roll4_max
CAT_021,flower_count__roll4_slope
CAT_006,observed_truss_count__current
CAT_006,observed_truss_count__delta
CAT_006,observed_truss_count__delta_per_day
CAT_006,observed_truss_count__lag1
CAT_006,observed_truss_count__lag2
CAT_006,observed_truss_count__lag3
CAT_006,observed_truss_count__roll3_mean
CAT_006,observed_truss_count__roll3_std
CAT_006,observed_truss_count__roll3_max
CAT_006,observed_truss_count__roll3_slope
CAT_006,observed_truss_count__roll4_mean
CAT_006,observed_truss_count__roll4_std
CAT_006,observed_truss_count__roll4_max
CAT_006,observed_truss_count__roll4_slope
CAT_017,EI__CI__1d_mean
CAT_017,EI__CI__1d_std
CAT_017,EI__CI__1d_min
CAT_017,EI__CI__1d_max
CAT_017,EI__CI__3d_mean
CAT_017,EI__CI__3d_std
CAT_017,EI__CI__3d_min
CAT_017,EI__CI__3d_max
CAT_017,EI__CI__7d_mean
CAT_017,EI__CI__7d_std
CAT_017,EI__CI__7d_min
CAT_017,EI__CI__7d_max
CAT_046,EI__HI__1d_mean
CAT_046,EI__HI__1d_std
CAT_046,EI__HI__1d_min
CAT_046,EI__HI__1d_max
CAT_046,EI__HI__3d_mean
CAT_046,EI__HI__3d_std
CAT_046,EI__HI__3d_min
CAT_046,EI__HI__3d_max
CAT_046,EI__HI__7d_mean
CAT_046,EI__HI__7d_std
CAT_046,EI__HI__7d_min
CAT_046,EI__HI__7d_max
CAT_046,EI__TI__1d_mean
CAT_046,EI__TI__1d_std
CAT_046,EI__TI__1d_min
CAT_046,EI__TI__1d_max
CAT_046,EI__TI__3d_mean
CAT_046,EI__TI__3d_std
CAT_046,EI__TI__3d_min
CAT_046,EI__TI__3d_max
CAT_046,EI__TI__7d_mean
CAT_046,EI__TI__7d_std
CAT_046,EI__TI__7d_min
CAT_046,EI__TI__7d_max
CAT_033,days_since_previous
CAT_033,days_since_first_measurement
CAT_033,days_since_crop_start
CAT_033,week_sin
CAT_033,week_cos
CAT_041,history_count
CAT_026,fruit_count__current
CAT_026,fruit_count__delta
CAT_026,fruit_count__delta_per_day
CAT_026,fruit_count__lag1
CAT_026,fruit_count__lag2
CAT_026,fruit_count__lag3
CAT_026,fruit_count__roll2_std
CAT_026,fruit_count__roll3_mean
CAT_026,fruit_count__roll3_std
CAT_026,fruit_count__roll3_min
CAT_026,fruit_count__roll3_max
CAT_026,fruit_count__roll3_slope
CAT_026,fruit_count__roll4_mean
CAT_026,fruit_count__roll4_std
CAT_026,fruit_count__roll4_min
CAT_026,fruit_count__roll4_max
CAT_026,fruit_count__roll4_slope
CAT_032,days_since_previous
CAT_032,days_since_first_measurement
CAT_032,days_since_crop_start
CAT_032,week_sin
CAT_032,week_cos
CAT_040,history_count
CAT_025,fruit_count__current
CAT_025,fruit_count__delta
CAT_025,fruit_count__delta_per_day
CAT_025,fruit_count__lag1
CAT_025,fruit_count__lag2
CAT_025,fruit_count__lag3
CAT_025,fruit_count__roll2_std
CAT_025,fruit_count__roll3_mean
CAT_025,fruit_count__roll3_std
CAT_025,fruit_count__roll3_min
CAT_025,fruit_count__roll3_max
CAT_025,fruit_count__roll3_slope
CAT_025,fruit_count__roll4_mean
CAT_025,fruit_count__roll4_std
CAT_025,fruit_count__roll4_min
CAT_025,fruit_count__roll4_max
CAT_025,fruit_count__roll4_slope
CAT_031,days_since_previous
CAT_031,days_since_first_measurement
CAT_031,days_since_crop_start
CAT_031,days_since_first_positive
CAT_031,week_sin
CAT_031,week_cos
CAT_039,history_count
CAT_024,fruit_count__current
CAT_024,fruit_count__delta
CAT_024,fruit_count__delta_per_day
CAT_024,fruit_count__lag1
CAT_024,fruit_count__lag2
CAT_024,fruit_count__lag3
CAT_024,fruit_count__roll2_std
CAT_024,fruit_count__roll3_mean
CAT_024,fruit_count__roll3_std
CAT_024,fruit_count__roll3_min
CAT_024,fruit_count__roll3_max
CAT_024,fruit_count__roll3_slope
CAT_024,fruit_count__roll4_mean
CAT_024,fruit_count__roll4_std
CAT_024,fruit_count__roll4_min
CAT_024,fruit_count__roll4_max
CAT_024,fruit_count__roll4_slope
CAT_030,days_since_previous
CAT_030,days_since_first_measurement
CAT_030,days_since_crop_start
CAT_030,days_since_first_positive
CAT_030,week_sin
CAT_030,week_cos
CAT_038,history_count
CAT_047,FlowerA_legacy::current_total_flower_count
CAT_047,FlowerA_legacy::previous_total_flower_count
CAT_047,FlowerA_legacy::total_flower_delta
CAT_047,FlowerA_legacy::current_max_truss_number
CAT_047,FlowerA_legacy::positive_truss_count
CAT_047,FlowerA_legacy::observed_truss_count
CAT_047,FlowerA_legacy::days_since_previous
CAT_047,FlowerA_legacy::days_since_crop_start
CAT_047,FlowerA_legacy::week_of_year_sin
CAT_047,FlowerA_legacy::week_of_year_cos
CAT_047,FlowerA_legacy::indoor_temperature_7d_mean
CAT_047,FlowerA_legacy::indoor_humidity_7d_mean
CAT_047,FlowerA_legacy::indoor_co2_7d_mean
CAT_048,FruitA_legacy::current_fruit_count
CAT_048,FruitA_legacy::fruit_count_delta
CAT_048,FruitA_legacy::fruit_count_roll2_std
CAT_048,FruitA_legacy::fruit_count_roll2_min
CAT_048,FruitA_legacy::fruit_count_roll3_min
CAT_048,FruitA_legacy::fruit_count_roll4_std
CAT_048,FruitA_legacy::days_since_previous
CAT_048,FruitA_legacy::days_since_first_measurement
CAT_048,FruitA_legacy::days_since_first_positive
CAT_048,FruitA_legacy::history_count
CAT_048,FruitA_legacy::week_of_year_sin
CAT_048,FruitA_legacy::week_of_year_cos
CAT_048,FruitA_legacy::sensor_EI__TI_7d_mean
